"Species","Solvent","Concentration","Timepoint","Triplicate"
"Chlorella","Acetate",0,"Lag",1
"Chlorella","Acetate",0,"Lag",2
"Chlorella","Acetate",0,"Lag",3
"Chlorella","Acetate",0,"Log",1
"Chlorella","Acetate",0,"Log",2
"Chlorella","Acetate",0,"Log",3
"Chlorella","Acetate",0,"Stat",1
"Chlorella","Acetate",0,"Stat",2
"Chlorella","Acetate",0,"Stat",3
"Chlorella","Acetate",0.1,"Lag",1
"Chlorella","Acetate",0.1,"Lag",2
"Chlorella","Acetate",0.1,"Lag",3
"Chlorella","Acetate",0.1,"Log",1
"Chlorella","Acetate",0.1,"Log",2
"Chlorella","Acetate",0.1,"Log",3
"Chlorella","Acetate",0.1,"Stat",1
"Chlorella","Acetate",0.1,"Stat",2
"Chlorella","Acetate",0.1,"Stat",3
"Chlorella","Acetate",0.5,"Lag",1
"Chlorella","Acetate",0.5,"Lag",2
"Chlorella","Acetate",0.5,"Lag",3
"Chlorella","Acetate",0.5,"Log",1
"Chlorella","Acetate",0.5,"Log",2
"Chlorella","Acetate",0.5,"Log",3
"Chlorella","Acetate",0.5,"Stat",1
"Chlorella","Acetate",0.5,"Stat",2
"Chlorella","Acetate",0.5,"Stat",3
"Chlorella","Acetate",1,"Lag",1
"Chlorella","Acetate",1,"Lag",2
"Chlorella","Acetate",1,"Lag",3
"Chlorella","Acetate",1,"Log",1
"Chlorella","Acetate",1,"Log",2
"Chlorella","Acetate",1,"Log",3
"Chlorella","Acetate",1,"Stat",1
"Chlorella","Acetate",1,"Stat",2
"Chlorella","Acetate",1,"Stat",3
"Chlorella","Acetate",3,"Lag",1
"Chlorella","Acetate",3,"Lag",2
"Chlorella","Acetate",3,"Lag",3
"Chlorella","Acetate",3,"Log",1
"Chlorella","Acetate",3,"Log",2
"Chlorella","Acetate",3,"Log",3
"Chlorella","Acetate",3,"Stat",1
"Chlorella","Acetate",3,"Stat",2
"Chlorella","Acetate",3,"Stat",3
"Chlorella","Ethanol",0,"Lag",1
"Chlorella","Ethanol",0,"Lag",2
"Chlorella","Ethanol",0,"Lag",3
"Chlorella","Ethanol",0,"Log",1
"Chlorella","Ethanol",0,"Log",2
"Chlorella","Ethanol",0,"Log",3
"Chlorella","Ethanol",0,"Stat",1
"Chlorella","Ethanol",0,"Stat",2
"Chlorella","Ethanol",0,"Stat",3
"Chlorella","Ethanol",0.1,"Lag",1
"Chlorella","Ethanol",0.1,"Lag",2
"Chlorella","Ethanol",0.1,"Lag",3
"Chlorella","Ethanol",0.1,"Log",1
"Chlorella","Ethanol",0.1,"Log",2
"Chlorella","Ethanol",0.1,"Log",3
"Chlorella","Ethanol",0.1,"Stat",1
"Chlorella","Ethanol",0.1,"Stat",2
"Chlorella","Ethanol",0.1,"Stat",3
"Chlorella","Ethanol",0.5,"Lag",1
"Chlorella","Ethanol",0.5,"Lag",2
"Chlorella","Ethanol",0.5,"Lag",3
"Chlorella","Ethanol",0.5,"Log",1
"Chlorella","Ethanol",0.5,"Log",2
"Chlorella","Ethanol",0.5,"Log",3
"Chlorella","Ethanol",0.5,"Stat",1
"Chlorella","Ethanol",0.5,"Stat",2
"Chlorella","Ethanol",0.5,"Stat",3
"Chlorella","Ethanol",1,"Lag",1
"Chlorella","Ethanol",1,"Lag",2
"Chlorella","Ethanol",1,"Lag",3
"Chlorella","Ethanol",1,"Log",1
"Chlorella","Ethanol",1,"Log",2
"Chlorella","Ethanol",1,"Log",3
"Chlorella","Ethanol",1,"Stat",1
"Chlorella","Ethanol",1,"Stat",2
"Chlorella","Ethanol",1,"Stat",3
"Chlorella","Ethanol",3,"Lag",1
"Chlorella","Ethanol",3,"Lag",2
"Chlorella","Ethanol",3,"Lag",3
"Chlorella","Ethanol",3,"Log",1
"Chlorella","Ethanol",3,"Log",2
"Chlorella","Ethanol",3,"Log",3
"Chlorella","Ethanol",3,"Stat",1
"Chlorella","Ethanol",3,"Stat",2
"Chlorella","Ethanol",3,"Stat",3
"Chlorella","Glucose",0,"Lag",1
"Chlorella","Glucose",0,"Lag",2
"Chlorella","Glucose",0,"Lag",3
"Chlorella","Glucose",0,"Log",1
"Chlorella","Glucose",0,"Log",2
"Chlorella","Glucose",0,"Log",3
"Chlorella","Glucose",0,"Stat",1
"Chlorella","Glucose",0,"Stat",2
"Chlorella","Glucose",0,"Stat",3
"Chlorella","Glucose",0.1,"Lag",1
"Chlorella","Glucose",0.1,"Lag",2
"Chlorella","Glucose",0.1,"Lag",3
"Chlorella","Glucose",0.1,"Log",1
"Chlorella","Glucose",0.1,"Log",2
"Chlorella","Glucose",0.1,"Log",3
"Chlorella","Glucose",0.1,"Stat",1
"Chlorella","Glucose",0.1,"Stat",2
"Chlorella","Glucose",0.1,"Stat",3
"Chlorella","Glucose",0.5,"Lag",1
"Chlorella","Glucose",0.5,"Lag",2
"Chlorella","Glucose",0.5,"Lag",3
"Chlorella","Glucose",0.5,"Log",1
"Chlorella","Glucose",0.5,"Log",2
"Chlorella","Glucose",0.5,"Log",3
"Chlorella","Glucose",0.5,"Stat",1
"Chlorella","Glucose",0.5,"Stat",2
"Chlorella","Glucose",0.5,"Stat",3
"Chlorella","Glucose",1,"Lag",1
"Chlorella","Glucose",1,"Lag",2
"Chlorella","Glucose",1,"Lag",3
"Chlorella","Glucose",1,"Log",1
"Chlorella","Glucose",1,"Log",2
"Chlorella","Glucose",1,"Log",3
"Chlorella","Glucose",1,"Stat",1
"Chlorella","Glucose",1,"Stat",2
"Chlorella","Glucose",1,"Stat",3
"Chlorella","Glucose",3,"Lag",1
"Chlorella","Glucose",3,"Lag",2
"Chlorella","Glucose",3,"Lag",3
"Chlorella","Glucose",3,"Log",1
"Chlorella","Glucose",3,"Log",2
"Chlorella","Glucose",3,"Log",3
"Chlorella","Glucose",3,"Stat",1
"Chlorella","Glucose",3,"Stat",2
"Chlorella","Glucose",3,"Stat",3
"Chlorella","Glycerol",0,"Lag",1
"Chlorella","Glycerol",0,"Lag",2
"Chlorella","Glycerol",0,"Lag",3
"Chlorella","Glycerol",0,"Log",1
"Chlorella","Glycerol",0,"Log",2
"Chlorella","Glycerol",0,"Log",3
"Chlorella","Glycerol",0,"Stat",1
"Chlorella","Glycerol",0,"Stat",2
"Chlorella","Glycerol",0,"Stat",3
"Chlorella","Glycerol",0.1,"Lag",1
"Chlorella","Glycerol",0.1,"Lag",2
"Chlorella","Glycerol",0.1,"Lag",3
"Chlorella","Glycerol",0.1,"Log",1
"Chlorella","Glycerol",0.1,"Log",2
"Chlorella","Glycerol",0.1,"Log",3
"Chlorella","Glycerol",0.1,"Stat",1
"Chlorella","Glycerol",0.1,"Stat",2
"Chlorella","Glycerol",0.1,"Stat",3
"Chlorella","Glycerol",0.5,"Lag",1
"Chlorella","Glycerol",0.5,"Lag",2
"Chlorella","Glycerol",0.5,"Lag",3
"Chlorella","Glycerol",0.5,"Log",1
"Chlorella","Glycerol",0.5,"Log",2
"Chlorella","Glycerol",0.5,"Log",3
"Chlorella","Glycerol",0.5,"Stat",1
"Chlorella","Glycerol",0.5,"Stat",2
"Chlorella","Glycerol",0.5,"Stat",3
"Chlorella","Glycerol",1,"Lag",1
"Chlorella","Glycerol",1,"Lag",2
"Chlorella","Glycerol",1,"Lag",3
"Chlorella","Glycerol",1,"Log",1
"Chlorella","Glycerol",1,"Log",2
"Chlorella","Glycerol",1,"Log",3
"Chlorella","Glycerol",1,"Stat",1
"Chlorella","Glycerol",1,"Stat",2
"Chlorella","Glycerol",1,"Stat",3
"Chlorella","Glycerol",3,"Lag",1
"Chlorella","Glycerol",3,"Lag",2
"Chlorella","Glycerol",3,"Lag",3
"Chlorella","Glycerol",3,"Log",1
"Chlorella","Glycerol",3,"Log",2
"Chlorella","Glycerol",3,"Log",3
"Chlorella","Glycerol",3,"Stat",1
"Chlorella","Glycerol",3,"Stat",2
"Chlorella","Glycerol",3,"Stat",3
"Chlorella","Methanol",0,"Lag",1
"Chlorella","Methanol",0,"Lag",2
"Chlorella","Methanol",0,"Lag",3
"Chlorella","Methanol",0,"Log",1
"Chlorella","Methanol",0,"Log",2
"Chlorella","Methanol",0,"Log",3
"Chlorella","Methanol",0,"Stat",1
"Chlorella","Methanol",0,"Stat",2
"Chlorella","Methanol",0,"Stat",3
"Chlorella","Methanol",0.1,"Lag",1
"Chlorella","Methanol",0.1,"Lag",2
"Chlorella","Methanol",0.1,"Lag",3
"Chlorella","Methanol",0.1,"Log",1
"Chlorella","Methanol",0.1,"Log",2
"Chlorella","Methanol",0.1,"Log",3
"Chlorella","Methanol",0.1,"Stat",1
"Chlorella","Methanol",0.1,"Stat",2
"Chlorella","Methanol",0.1,"Stat",3
"Chlorella","Methanol",0.5,"Lag",1
"Chlorella","Methanol",0.5,"Lag",2
"Chlorella","Methanol",0.5,"Lag",3
"Chlorella","Methanol",0.5,"Log",1
"Chlorella","Methanol",0.5,"Log",2
"Chlorella","Methanol",0.5,"Log",3
"Chlorella","Methanol",0.5,"Stat",1
"Chlorella","Methanol",0.5,"Stat",2
"Chlorella","Methanol",0.5,"Stat",3
"Chlorella","Methanol",1,"Lag",1
"Chlorella","Methanol",1,"Lag",2
"Chlorella","Methanol",1,"Lag",3
"Chlorella","Methanol",1,"Log",1
"Chlorella","Methanol",1,"Log",2
"Chlorella","Methanol",1,"Log",3
"Chlorella","Methanol",1,"Stat",1
"Chlorella","Methanol",1,"Stat",2
"Chlorella","Methanol",1,"Stat",3
"Chlorella","Methanol",3,"Lag",1
"Chlorella","Methanol",3,"Lag",2
"Chlorella","Methanol",3,"Lag",3
"Chlorella","Methanol",3,"Log",1
"Chlorella","Methanol",3,"Log",2
"Chlorella","Methanol",3,"Log",3
"Chlorella","Methanol",3,"Stat",1
"Chlorella","Methanol",3,"Stat",2
"Chlorella","Methanol",3,"Stat",3
"Chaetoceros","Acetate",0,"Lag",1
"Chaetoceros","Acetate",0,"Lag",2
"Chaetoceros","Acetate",0,"Lag",3
"Chaetoceros","Acetate",0,"Log",1
"Chaetoceros","Acetate",0,"Log",2
"Chaetoceros","Acetate",0,"Log",3
"Chaetoceros","Acetate",0,"Stat",1
"Chaetoceros","Acetate",0,"Stat",2
"Chaetoceros","Acetate",0,"Stat",3
"Chaetoceros","Acetate",0.1,"Lag",1
"Chaetoceros","Acetate",0.1,"Lag",2
"Chaetoceros","Acetate",0.1,"Lag",3
"Chaetoceros","Acetate",0.1,"Log",1
"Chaetoceros","Acetate",0.1,"Log",2
"Chaetoceros","Acetate",0.1,"Log",3
"Chaetoceros","Acetate",0.1,"Stat",1
"Chaetoceros","Acetate",0.1,"Stat",2
"Chaetoceros","Acetate",0.1,"Stat",3
"Chaetoceros","Acetate",0.5,"Lag",1
"Chaetoceros","Acetate",0.5,"Lag",2
"Chaetoceros","Acetate",0.5,"Lag",3
"Chaetoceros","Acetate",0.5,"Log",1
"Chaetoceros","Acetate",0.5,"Log",2
"Chaetoceros","Acetate",0.5,"Log",3
"Chaetoceros","Acetate",0.5,"Stat",1
"Chaetoceros","Acetate",0.5,"Stat",2
"Chaetoceros","Acetate",0.5,"Stat",3
"Chaetoceros","Acetate",1,"Lag",1
"Chaetoceros","Acetate",1,"Lag",2
"Chaetoceros","Acetate",1,"Lag",3
"Chaetoceros","Acetate",1,"Log",1
"Chaetoceros","Acetate",1,"Log",2
"Chaetoceros","Acetate",1,"Log",3
"Chaetoceros","Acetate",1,"Stat",1
"Chaetoceros","Acetate",1,"Stat",2
"Chaetoceros","Acetate",1,"Stat",3
"Chaetoceros","Acetate",3,"Lag",1
"Chaetoceros","Acetate",3,"Lag",2
"Chaetoceros","Acetate",3,"Lag",3
"Chaetoceros","Acetate",3,"Log",1
"Chaetoceros","Acetate",3,"Log",2
"Chaetoceros","Acetate",3,"Log",3
"Chaetoceros","Acetate",3,"Stat",1
"Chaetoceros","Acetate",3,"Stat",2
"Chaetoceros","Acetate",3,"Stat",3
"Chaetoceros","Ethanol",0,"Lag",1
"Chaetoceros","Ethanol",0,"Lag",2
"Chaetoceros","Ethanol",0,"Lag",3
"Chaetoceros","Ethanol",0,"Log",1
"Chaetoceros","Ethanol",0,"Log",2
"Chaetoceros","Ethanol",0,"Log",3
"Chaetoceros","Ethanol",0,"Stat",1
"Chaetoceros","Ethanol",0,"Stat",2
"Chaetoceros","Ethanol",0,"Stat",3
"Chaetoceros","Ethanol",0.1,"Lag",1
"Chaetoceros","Ethanol",0.1,"Lag",2
"Chaetoceros","Ethanol",0.1,"Lag",3
"Chaetoceros","Ethanol",0.1,"Log",1
"Chaetoceros","Ethanol",0.1,"Log",2
"Chaetoceros","Ethanol",0.1,"Log",3
"Chaetoceros","Ethanol",0.1,"Stat",1
"Chaetoceros","Ethanol",0.1,"Stat",2
"Chaetoceros","Ethanol",0.1,"Stat",3
"Chaetoceros","Ethanol",0.5,"Lag",1
"Chaetoceros","Ethanol",0.5,"Lag",2
"Chaetoceros","Ethanol",0.5,"Lag",3
"Chaetoceros","Ethanol",0.5,"Log",1
"Chaetoceros","Ethanol",0.5,"Log",2
"Chaetoceros","Ethanol",0.5,"Log",3
"Chaetoceros","Ethanol",0.5,"Stat",1
"Chaetoceros","Ethanol",0.5,"Stat",2
"Chaetoceros","Ethanol",0.5,"Stat",3
"Chaetoceros","Ethanol",1,"Lag",1
"Chaetoceros","Ethanol",1,"Lag",2
"Chaetoceros","Ethanol",1,"Lag",3
"Chaetoceros","Ethanol",1,"Log",1
"Chaetoceros","Ethanol",1,"Log",2
"Chaetoceros","Ethanol",1,"Log",3
"Chaetoceros","Ethanol",1,"Stat",1
"Chaetoceros","Ethanol",1,"Stat",2
"Chaetoceros","Ethanol",1,"Stat",3
"Chaetoceros","Ethanol",3,"Lag",1
"Chaetoceros","Ethanol",3,"Lag",2
"Chaetoceros","Ethanol",3,"Lag",3
"Chaetoceros","Ethanol",3,"Log",1
"Chaetoceros","Ethanol",3,"Log",2
"Chaetoceros","Ethanol",3,"Log",3
"Chaetoceros","Ethanol",3,"Stat",1
"Chaetoceros","Ethanol",3,"Stat",2
"Chaetoceros","Ethanol",3,"Stat",3
"Chaetoceros","Glucose",0,"Lag",1
"Chaetoceros","Glucose",0,"Lag",2
"Chaetoceros","Glucose",0,"Lag",3
"Chaetoceros","Glucose",0,"Log",1
"Chaetoceros","Glucose",0,"Log",2
"Chaetoceros","Glucose",0,"Log",3
"Chaetoceros","Glucose",0,"Stat",1
"Chaetoceros","Glucose",0,"Stat",2
"Chaetoceros","Glucose",0,"Stat",3
"Chaetoceros","Glucose",0.1,"Lag",1
"Chaetoceros","Glucose",0.1,"Lag",2
"Chaetoceros","Glucose",0.1,"Lag",3
"Chaetoceros","Glucose",0.1,"Log",1
"Chaetoceros","Glucose",0.1,"Log",2
"Chaetoceros","Glucose",0.1,"Log",3
"Chaetoceros","Glucose",0.1,"Stat",1
"Chaetoceros","Glucose",0.1,"Stat",2
"Chaetoceros","Glucose",0.1,"Stat",3
"Chaetoceros","Glucose",0.5,"Lag",1
"Chaetoceros","Glucose",0.5,"Lag",2
"Chaetoceros","Glucose",0.5,"Lag",3
"Chaetoceros","Glucose",0.5,"Log",1
"Chaetoceros","Glucose",0.5,"Log",2
"Chaetoceros","Glucose",0.5,"Log",3
"Chaetoceros","Glucose",0.5,"Stat",1
"Chaetoceros","Glucose",0.5,"Stat",2
"Chaetoceros","Glucose",0.5,"Stat",3
"Chaetoceros","Glucose",1,"Lag",1
"Chaetoceros","Glucose",1,"Lag",2
"Chaetoceros","Glucose",1,"Lag",3
"Chaetoceros","Glucose",1,"Log",1
"Chaetoceros","Glucose",1,"Log",2
"Chaetoceros","Glucose",1,"Log",3
"Chaetoceros","Glucose",1,"Stat",1
"Chaetoceros","Glucose",1,"Stat",2
"Chaetoceros","Glucose",1,"Stat",3
"Chaetoceros","Glucose",3,"Lag",1
"Chaetoceros","Glucose",3,"Lag",2
"Chaetoceros","Glucose",3,"Lag",3
"Chaetoceros","Glucose",3,"Log",1
"Chaetoceros","Glucose",3,"Log",2
"Chaetoceros","Glucose",3,"Log",3
"Chaetoceros","Glucose",3,"Stat",1
"Chaetoceros","Glucose",3,"Stat",2
"Chaetoceros","Glucose",3,"Stat",3
"Chaetoceros","Glycerol",0,"Lag",1
"Chaetoceros","Glycerol",0,"Lag",2
"Chaetoceros","Glycerol",0,"Lag",3
"Chaetoceros","Glycerol",0,"Log",1
"Chaetoceros","Glycerol",0,"Log",2
"Chaetoceros","Glycerol",0,"Log",3
"Chaetoceros","Glycerol",0,"Stat",1
"Chaetoceros","Glycerol",0,"Stat",2
"Chaetoceros","Glycerol",0,"Stat",3
"Chaetoceros","Glycerol",0.1,"Lag",1
"Chaetoceros","Glycerol",0.1,"Lag",2
"Chaetoceros","Glycerol",0.1,"Lag",3
"Chaetoceros","Glycerol",0.1,"Log",1
"Chaetoceros","Glycerol",0.1,"Log",2
"Chaetoceros","Glycerol",0.1,"Log",3
"Chaetoceros","Glycerol",0.1,"Stat",1
"Chaetoceros","Glycerol",0.1,"Stat",2
"Chaetoceros","Glycerol",0.1,"Stat",3
"Chaetoceros","Glycerol",0.5,"Lag",1
"Chaetoceros","Glycerol",0.5,"Lag",2
"Chaetoceros","Glycerol",0.5,"Lag",3
"Chaetoceros","Glycerol",0.5,"Log",1
"Chaetoceros","Glycerol",0.5,"Log",2
"Chaetoceros","Glycerol",0.5,"Log",3
"Chaetoceros","Glycerol",0.5,"Stat",1
"Chaetoceros","Glycerol",0.5,"Stat",2
"Chaetoceros","Glycerol",0.5,"Stat",3
"Chaetoceros","Glycerol",1,"Lag",1
"Chaetoceros","Glycerol",1,"Lag",2
"Chaetoceros","Glycerol",1,"Lag",3
"Chaetoceros","Glycerol",1,"Log",1
"Chaetoceros","Glycerol",1,"Log",2
"Chaetoceros","Glycerol",1,"Log",3
"Chaetoceros","Glycerol",1,"Stat",1
"Chaetoceros","Glycerol",1,"Stat",2
"Chaetoceros","Glycerol",1,"Stat",3
"Chaetoceros","Glycerol",3,"Lag",1
"Chaetoceros","Glycerol",3,"Lag",2
"Chaetoceros","Glycerol",3,"Lag",3
"Chaetoceros","Glycerol",3,"Log",1
"Chaetoceros","Glycerol",3,"Log",2
"Chaetoceros","Glycerol",3,"Log",3
"Chaetoceros","Glycerol",3,"Stat",1
"Chaetoceros","Glycerol",3,"Stat",2
"Chaetoceros","Glycerol",3,"Stat",3
"Chaetoceros","Methanol",0,"Lag",1
"Chaetoceros","Methanol",0,"Lag",2
"Chaetoceros","Methanol",0,"Lag",3
"Chaetoceros","Methanol",0,"Log",1
"Chaetoceros","Methanol",0,"Log",2
"Chaetoceros","Methanol",0,"Log",3
"Chaetoceros","Methanol",0,"Stat",1
"Chaetoceros","Methanol",0,"Stat",2
"Chaetoceros","Methanol",0,"Stat",3
"Chaetoceros","Methanol",0.1,"Lag",1
"Chaetoceros","Methanol",0.1,"Lag",2
"Chaetoceros","Methanol",0.1,"Lag",3
"Chaetoceros","Methanol",0.1,"Log",1
"Chaetoceros","Methanol",0.1,"Log",2
"Chaetoceros","Methanol",0.1,"Log",3
"Chaetoceros","Methanol",0.1,"Stat",1
"Chaetoceros","Methanol",0.1,"Stat",2
"Chaetoceros","Methanol",0.1,"Stat",3
"Chaetoceros","Methanol",0.5,"Lag",1
"Chaetoceros","Methanol",0.5,"Lag",2
"Chaetoceros","Methanol",0.5,"Lag",3
"Chaetoceros","Methanol",0.5,"Log",1
"Chaetoceros","Methanol",0.5,"Log",2
"Chaetoceros","Methanol",0.5,"Log",3
"Chaetoceros","Methanol",0.5,"Stat",1
"Chaetoceros","Methanol",0.5,"Stat",2
"Chaetoceros","Methanol",0.5,"Stat",3
"Chaetoceros","Methanol",1,"Lag",1
"Chaetoceros","Methanol",1,"Lag",2
"Chaetoceros","Methanol",1,"Lag",3
"Chaetoceros","Methanol",1,"Log",1
"Chaetoceros","Methanol",1,"Log",2
"Chaetoceros","Methanol",1,"Log",3
"Chaetoceros","Methanol",1,"Stat",1
"Chaetoceros","Methanol",1,"Stat",2
"Chaetoceros","Methanol",1,"Stat",3
"Chaetoceros","Methanol",3,"Lag",1
"Chaetoceros","Methanol",3,"Lag",2
"Chaetoceros","Methanol",3,"Lag",3
"Chaetoceros","Methanol",3,"Log",1
"Chaetoceros","Methanol",3,"Log",2
"Chaetoceros","Methanol",3,"Log",3
"Chaetoceros","Methanol",3,"Stat",1
"Chaetoceros","Methanol",3,"Stat",2
"Chaetoceros","Methanol",3,"Stat",3
"Chlamydomonas","Acetate",0,"Lag",1
"Chlamydomonas","Acetate",0,"Lag",2
"Chlamydomonas","Acetate",0,"Lag",3
"Chlamydomonas","Acetate",0,"Log",1
"Chlamydomonas","Acetate",0,"Log",2
"Chlamydomonas","Acetate",0,"Log",3
"Chlamydomonas","Acetate",0,"Stat",1
"Chlamydomonas","Acetate",0,"Stat",2
"Chlamydomonas","Acetate",0,"Stat",3
"Chlamydomonas","Acetate",0.1,"Lag",1
"Chlamydomonas","Acetate",0.1,"Lag",2
"Chlamydomonas","Acetate",0.1,"Lag",3
"Chlamydomonas","Acetate",0.1,"Log",1
"Chlamydomonas","Acetate",0.1,"Log",2
"Chlamydomonas","Acetate",0.1,"Log",3
"Chlamydomonas","Acetate",0.1,"Stat",1
"Chlamydomonas","Acetate",0.1,"Stat",2
"Chlamydomonas","Acetate",0.1,"Stat",3
"Chlamydomonas","Acetate",0.5,"Lag",1
"Chlamydomonas","Acetate",0.5,"Lag",2
"Chlamydomonas","Acetate",0.5,"Lag",3
"Chlamydomonas","Acetate",0.5,"Log",1
"Chlamydomonas","Acetate",0.5,"Log",2
"Chlamydomonas","Acetate",0.5,"Log",3
"Chlamydomonas","Acetate",0.5,"Stat",1
"Chlamydomonas","Acetate",0.5,"Stat",2
"Chlamydomonas","Acetate",0.5,"Stat",3
"Chlamydomonas","Acetate",1,"Lag",1
"Chlamydomonas","Acetate",1,"Lag",2
"Chlamydomonas","Acetate",1,"Lag",3
"Chlamydomonas","Acetate",1,"Log",1
"Chlamydomonas","Acetate",1,"Log",2
"Chlamydomonas","Acetate",1,"Log",3
"Chlamydomonas","Acetate",1,"Stat",1
"Chlamydomonas","Acetate",1,"Stat",2
"Chlamydomonas","Acetate",1,"Stat",3
"Chlamydomonas","Acetate",3,"Lag",1
"Chlamydomonas","Acetate",3,"Lag",2
"Chlamydomonas","Acetate",3,"Lag",3
"Chlamydomonas","Acetate",3,"Log",1
"Chlamydomonas","Acetate",3,"Log",2
"Chlamydomonas","Acetate",3,"Log",3
"Chlamydomonas","Acetate",3,"Stat",1
"Chlamydomonas","Acetate",3,"Stat",2
"Chlamydomonas","Acetate",3,"Stat",3
"Chlamydomonas","Ethanol",0,"Lag",1
"Chlamydomonas","Ethanol",0,"Lag",2
"Chlamydomonas","Ethanol",0,"Lag",3
"Chlamydomonas","Ethanol",0,"Log",1
"Chlamydomonas","Ethanol",0,"Log",2
"Chlamydomonas","Ethanol",0,"Log",3
"Chlamydomonas","Ethanol",0,"Stat",1
"Chlamydomonas","Ethanol",0,"Stat",2
"Chlamydomonas","Ethanol",0,"Stat",3
"Chlamydomonas","Ethanol",0.1,"Lag",1
"Chlamydomonas","Ethanol",0.1,"Lag",2
"Chlamydomonas","Ethanol",0.1,"Lag",3
"Chlamydomonas","Ethanol",0.1,"Log",1
"Chlamydomonas","Ethanol",0.1,"Log",2
"Chlamydomonas","Ethanol",0.1,"Log",3
"Chlamydomonas","Ethanol",0.1,"Stat",1
"Chlamydomonas","Ethanol",0.1,"Stat",2
"Chlamydomonas","Ethanol",0.1,"Stat",3
"Chlamydomonas","Ethanol",0.5,"Lag",1
"Chlamydomonas","Ethanol",0.5,"Lag",2
"Chlamydomonas","Ethanol",0.5,"Lag",3
"Chlamydomonas","Ethanol",0.5,"Log",1
"Chlamydomonas","Ethanol",0.5,"Log",2
"Chlamydomonas","Ethanol",0.5,"Log",3
"Chlamydomonas","Ethanol",0.5,"Stat",1
