"Species","Solvent","Concentration","Timepoint","Triplicate"
"Phaeodactylum","Glycerol",3,"Stat",1
"Phaeodactylum","Glycerol",3,"Stat",2
"Phaeodactylum","Glycerol",3,"Stat",3
"Phaeodactylum","Methanol",0,"Lag",1
"Phaeodactylum","Methanol",0,"Lag",2
"Phaeodactylum","Methanol",0,"Lag",3
"Phaeodactylum","Methanol",0,"Log",1
"Phaeodactylum","Methanol",0,"Log",2
"Phaeodactylum","Methanol",0,"Log",3
"Phaeodactylum","Methanol",0,"Stat",1
"Phaeodactylum","Methanol",0,"Stat",2
"Phaeodactylum","Methanol",0,"Stat",3
"Phaeodactylum","Methanol",0.1,"Lag",1
"Phaeodactylum","Methanol",0.1,"Lag",2
"Phaeodactylum","Methanol",0.1,"Lag",3
"Phaeodactylum","Methanol",0.1,"Log",1
"Phaeodactylum","Methanol",0.1,"Log",2
"Phaeodactylum","Methanol",0.1,"Log",3
"Phaeodactylum","Methanol",0.1,"Stat",1
"Phaeodactylum","Methanol",0.1,"Stat",2
"Phaeodactylum","Methanol",0.1,"Stat",3
"Phaeodactylum","Methanol",0.5,"Lag",1
"Phaeodactylum","Methanol",0.5,"Lag",2
"Phaeodactylum","Methanol",0.5,"Lag",3
"Phaeodactylum","Methanol",0.5,"Log",1
"Phaeodactylum","Methanol",0.5,"Log",2
"Phaeodactylum","Methanol",0.5,"Log",3
"Phaeodactylum","Methanol",0.5,"Stat",1
"Phaeodactylum","Methanol",0.5,"Stat",2
"Phaeodactylum","Methanol",0.5,"Stat",3
"Phaeodactylum","Methanol",1,"Lag",1
"Phaeodactylum","Methanol",1,"Lag",2
"Phaeodactylum","Methanol",1,"Lag",3
"Phaeodactylum","Methanol",1,"Log",1
"Phaeodactylum","Methanol",1,"Log",2
"Phaeodactylum","Methanol",1,"Log",3
"Phaeodactylum","Methanol",1,"Stat",1
"Phaeodactylum","Methanol",1,"Stat",2
"Phaeodactylum","Methanol",1,"Stat",3
"Phaeodactylum","Methanol",3,"Lag",1
"Phaeodactylum","Methanol",3,"Lag",2
"Phaeodactylum","Methanol",3,"Lag",3
"Phaeodactylum","Methanol",3,"Log",1
"Phaeodactylum","Methanol",3,"Log",2
"Phaeodactylum","Methanol",3,"Log",3
"Phaeodactylum","Methanol",3,"Stat",1
"Phaeodactylum","Methanol",3,"Stat",2
"Phaeodactylum","Methanol",3,"Stat",3
"Scenedesmus","Acetate",0,"Lag",1
"Scenedesmus","Acetate",0,"Lag",2
"Scenedesmus","Acetate",0,"Lag",3
"Scenedesmus","Acetate",0,"Log",1
"Scenedesmus","Acetate",0,"Log",2
"Scenedesmus","Acetate",0,"Log",3
"Scenedesmus","Acetate",0,"Stat",1
"Scenedesmus","Acetate",0,"Stat",2
"Scenedesmus","Acetate",0,"Stat",3
"Scenedesmus","Acetate",0.1,"Lag",1
"Scenedesmus","Acetate",0.1,"Lag",2
"Scenedesmus","Acetate",0.1,"Lag",3
"Scenedesmus","Acetate",0.1,"Log",1
"Scenedesmus","Acetate",0.1,"Log",2
"Scenedesmus","Acetate",0.1,"Log",3
"Scenedesmus","Acetate",0.1,"Stat",1
"Scenedesmus","Acetate",0.1,"Stat",2
"Scenedesmus","Acetate",0.1,"Stat",3
"Scenedesmus","Acetate",0.5,"Lag",1
"Scenedesmus","Acetate",0.5,"Lag",2
"Scenedesmus","Acetate",0.5,"Lag",3
"Scenedesmus","Acetate",0.5,"Log",1
"Scenedesmus","Acetate",0.5,"Log",2
"Scenedesmus","Acetate",0.5,"Log",3
"Scenedesmus","Acetate",0.5,"Stat",1
"Scenedesmus","Acetate",0.5,"Stat",2
"Scenedesmus","Acetate",0.5,"Stat",3
"Scenedesmus","Acetate",1,"Lag",1
"Scenedesmus","Acetate",1,"Lag",2
"Scenedesmus","Acetate",1,"Lag",3
"Scenedesmus","Acetate",1,"Log",1
"Scenedesmus","Acetate",1,"Log",2
"Scenedesmus","Acetate",1,"Log",3
"Scenedesmus","Acetate",1,"Stat",1
"Scenedesmus","Acetate",1,"Stat",2
"Scenedesmus","Acetate",1,"Stat",3
"Scenedesmus","Acetate",3,"Lag",1
"Scenedesmus","Acetate",3,"Lag",2
"Scenedesmus","Acetate",3,"Lag",3
"Scenedesmus","Acetate",3,"Log",1
"Scenedesmus","Acetate",3,"Log",2
"Scenedesmus","Acetate",3,"Log",3
"Scenedesmus","Acetate",3,"Stat",1
"Scenedesmus","Acetate",3,"Stat",2
"Scenedesmus","Acetate",3,"Stat",3
"Scenedesmus","Ethanol",0,"Lag",1
"Scenedesmus","Ethanol",0,"Lag",2
"Scenedesmus","Ethanol",0,"Lag",3
"Scenedesmus","Ethanol",0,"Log",1
"Scenedesmus","Ethanol",0,"Log",2
"Scenedesmus","Ethanol",0,"Log",3
"Scenedesmus","Ethanol",0,"Stat",1
"Scenedesmus","Ethanol",0,"Stat",2
"Scenedesmus","Ethanol",0,"Stat",3
"Scenedesmus","Ethanol",0.1,"Lag",1
"Scenedesmus","Ethanol",0.1,"Lag",2
"Scenedesmus","Ethanol",0.1,"Lag",3
"Scenedesmus","Ethanol",0.1,"Log",1
"Scenedesmus","Ethanol",0.1,"Log",2
"Scenedesmus","Ethanol",0.1,"Log",3
"Scenedesmus","Ethanol",0.1,"Stat",1
"Scenedesmus","Ethanol",0.1,"Stat",2
"Scenedesmus","Ethanol",0.1,"Stat",3
"Scenedesmus","Ethanol",0.5,"Lag",1
"Scenedesmus","Ethanol",0.5,"Lag",2
"Scenedesmus","Ethanol",0.5,"Lag",3
"Scenedesmus","Ethanol",0.5,"Log",1
"Scenedesmus","Ethanol",0.5,"Log",2
"Scenedesmus","Ethanol",0.5,"Log",3
"Scenedesmus","Ethanol",0.5,"Stat",1
"Scenedesmus","Ethanol",0.5,"Stat",2
"Scenedesmus","Ethanol",0.5,"Stat",3
"Scenedesmus","Ethanol",1,"Lag",1
"Scenedesmus","Ethanol",1,"Lag",2
"Scenedesmus","Ethanol",1,"Lag",3
"Scenedesmus","Ethanol",1,"Log",1
"Scenedesmus","Ethanol",1,"Log",2
"Scenedesmus","Ethanol",1,"Log",3
"Scenedesmus","Ethanol",1,"Stat",1
"Scenedesmus","Ethanol",1,"Stat",2
"Scenedesmus","Ethanol",1,"Stat",3
"Scenedesmus","Ethanol",3,"Lag",1
"Scenedesmus","Ethanol",3,"Lag",2
"Scenedesmus","Ethanol",3,"Lag",3
"Scenedesmus","Ethanol",3,"Log",1
"Scenedesmus","Ethanol",3,"Log",2
"Scenedesmus","Ethanol",3,"Log",3
"Scenedesmus","Ethanol",3,"Stat",1
"Scenedesmus","Ethanol",3,"Stat",2
"Scenedesmus","Ethanol",3,"Stat",3
"Scenedesmus","Glucose",0,"Lag",1
"Scenedesmus","Glucose",0,"Lag",2
"Scenedesmus","Glucose",0,"Lag",3
"Scenedesmus","Glucose",0,"Log",1
"Scenedesmus","Glucose",0,"Log",2
"Scenedesmus","Glucose",0,"Log",3
"Scenedesmus","Glucose",0,"Stat",1
"Scenedesmus","Glucose",0,"Stat",2
"Scenedesmus","Glucose",0,"Stat",3
"Scenedesmus","Glucose",0.1,"Lag",1
"Scenedesmus","Glucose",0.1,"Lag",2
"Scenedesmus","Glucose",0.1,"Lag",3
"Scenedesmus","Glucose",0.1,"Log",1
"Scenedesmus","Glucose",0.1,"Log",2
"Scenedesmus","Glucose",0.1,"Log",3
"Scenedesmus","Glucose",0.1,"Stat",1
"Scenedesmus","Glucose",0.1,"Stat",2
"Scenedesmus","Glucose",0.1,"Stat",3
"Scenedesmus","Glucose",0.5,"Lag",1
"Scenedesmus","Glucose",0.5,"Lag",2
"Scenedesmus","Glucose",0.5,"Lag",3
"Scenedesmus","Glucose",0.5,"Log",1
"Scenedesmus","Glucose",0.5,"Log",2
"Scenedesmus","Glucose",0.5,"Log",3
"Scenedesmus","Glucose",0.5,"Stat",1
"Scenedesmus","Glucose",0.5,"Stat",2
"Scenedesmus","Glucose",0.5,"Stat",3
"Scenedesmus","Glucose",1,"Lag",1
"Scenedesmus","Glucose",1,"Lag",2
"Scenedesmus","Glucose",1,"Lag",3
"Scenedesmus","Glucose",1,"Log",1
"Scenedesmus","Glucose",1,"Log",2
"Scenedesmus","Glucose",1,"Log",3
"Scenedesmus","Glucose",1,"Stat",1
"Scenedesmus","Glucose",1,"Stat",2
"Scenedesmus","Glucose",1,"Stat",3
"Scenedesmus","Glucose",3,"Lag",1
"Scenedesmus","Glucose",3,"Lag",2
"Scenedesmus","Glucose",3,"Lag",3
"Scenedesmus","Glucose",3,"Log",1
"Scenedesmus","Glucose",3,"Log",2
"Scenedesmus","Glucose",3,"Log",3
"Scenedesmus","Glucose",3,"Stat",1
"Scenedesmus","Glucose",3,"Stat",2
"Scenedesmus","Glucose",3,"Stat",3
"Scenedesmus","Glycerol",0,"Lag",1
"Scenedesmus","Glycerol",0,"Lag",2
"Scenedesmus","Glycerol",0,"Lag",3
"Scenedesmus","Glycerol",0,"Log",1
"Scenedesmus","Glycerol",0,"Log",2
"Scenedesmus","Glycerol",0,"Log",3
"Scenedesmus","Glycerol",0,"Stat",1
"Scenedesmus","Glycerol",0,"Stat",2
"Scenedesmus","Glycerol",0,"Stat",3
"Scenedesmus","Glycerol",0.1,"Lag",1
"Scenedesmus","Glycerol",0.1,"Lag",2
"Scenedesmus","Glycerol",0.1,"Lag",3
"Scenedesmus","Glycerol",0.1,"Log",1
"Scenedesmus","Glycerol",0.1,"Log",2
"Scenedesmus","Glycerol",0.1,"Log",3
"Scenedesmus","Glycerol",0.1,"Stat",1
"Scenedesmus","Glycerol",0.1,"Stat",2
"Scenedesmus","Glycerol",0.1,"Stat",3
"Scenedesmus","Glycerol",0.5,"Lag",1
"Scenedesmus","Glycerol",0.5,"Lag",2
"Scenedesmus","Glycerol",0.5,"Lag",3
"Scenedesmus","Glycerol",0.5,"Log",1
"Scenedesmus","Glycerol",0.5,"Log",2
"Scenedesmus","Glycerol",0.5,"Log",3
"Scenedesmus","Glycerol",0.5,"Stat",1
"Scenedesmus","Glycerol",0.5,"Stat",2
"Scenedesmus","Glycerol",0.5,"Stat",3
"Scenedesmus","Glycerol",1,"Lag",1
"Scenedesmus","Glycerol",1,"Lag",2
"Scenedesmus","Glycerol",1,"Lag",3
"Scenedesmus","Glycerol",1,"Log",1
"Scenedesmus","Glycerol",1,"Log",2
"Scenedesmus","Glycerol",1,"Log",3
"Scenedesmus","Glycerol",1,"Stat",1
"Scenedesmus","Glycerol",1,"Stat",2
"Scenedesmus","Glycerol",1,"Stat",3
"Scenedesmus","Glycerol",3,"Lag",1
"Scenedesmus","Glycerol",3,"Lag",2
"Scenedesmus","Glycerol",3,"Lag",3
"Scenedesmus","Glycerol",3,"Log",1
"Scenedesmus","Glycerol",3,"Log",2
"Scenedesmus","Glycerol",3,"Log",3
"Scenedesmus","Glycerol",3,"Stat",1
"Scenedesmus","Glycerol",3,"Stat",2
"Scenedesmus","Glycerol",3,"Stat",3
"Scenedesmus","Methanol",0,"Lag",1
"Scenedesmus","Methanol",0,"Lag",2
"Scenedesmus","Methanol",0,"Lag",3
"Scenedesmus","Methanol",0,"Log",1
"Scenedesmus","Methanol",0,"Log",2
"Scenedesmus","Methanol",0,"Log",3
"Scenedesmus","Methanol",0,"Stat",1
"Scenedesmus","Methanol",0,"Stat",2
"Scenedesmus","Methanol",0,"Stat",3
"Scenedesmus","Methanol",0.1,"Lag",1
"Scenedesmus","Methanol",0.1,"Lag",2
"Scenedesmus","Methanol",0.1,"Lag",3
"Scenedesmus","Methanol",0.1,"Log",1
"Scenedesmus","Methanol",0.1,"Log",2
"Scenedesmus","Methanol",0.1,"Log",3
"Scenedesmus","Methanol",0.1,"Stat",1
"Scenedesmus","Methanol",0.1,"Stat",2
"Scenedesmus","Methanol",0.1,"Stat",3
"Scenedesmus","Methanol",0.5,"Lag",1
"Scenedesmus","Methanol",0.5,"Lag",2
"Scenedesmus","Methanol",0.5,"Lag",3
"Scenedesmus","Methanol",0.5,"Log",1
"Scenedesmus","Methanol",0.5,"Log",2
"Scenedesmus","Methanol",0.5,"Log",3
"Scenedesmus","Methanol",0.5,"Stat",1
"Scenedesmus","Methanol",0.5,"Stat",2
"Scenedesmus","Methanol",0.5,"Stat",3
"Scenedesmus","Methanol",1,"Lag",1
"Scenedesmus","Methanol",1,"Lag",2
"Scenedesmus","Methanol",1,"Lag",3
"Scenedesmus","Methanol",1,"Log",1
"Scenedesmus","Methanol",1,"Log",2
"Scenedesmus","Methanol",1,"Log",3
"Scenedesmus","Methanol",1,"Stat",1
"Scenedesmus","Methanol",1,"Stat",2
"Scenedesmus","Methanol",1,"Stat",3
"Scenedesmus","Methanol",3,"Lag",1
"Scenedesmus","Methanol",3,"Lag",2
"Scenedesmus","Methanol",3,"Lag",3
"Scenedesmus","Methanol",3,"Log",1
"Scenedesmus","Methanol",3,"Log",2
"Scenedesmus","Methanol",3,"Log",3
"Scenedesmus","Methanol",3,"Stat",1
"Scenedesmus","Methanol",3,"Stat",2
"Scenedesmus","Methanol",3,"Stat",3
"Thalassiosira","Acetate",0,"Lag",1
"Thalassiosira","Acetate",0,"Lag",2
"Thalassiosira","Acetate",0,"Lag",3
"Thalassiosira","Acetate",0,"Log",1
"Thalassiosira","Acetate",0,"Log",2
"Thalassiosira","Acetate",0,"Log",3
"Thalassiosira","Acetate",0,"Stat",1
"Thalassiosira","Acetate",0,"Stat",2
"Thalassiosira","Acetate",0,"Stat",3
"Thalassiosira","Acetate",0.1,"Lag",1
"Thalassiosira","Acetate",0.1,"Lag",2
"Thalassiosira","Acetate",0.1,"Lag",3
"Thalassiosira","Acetate",0.1,"Log",1
"Thalassiosira","Acetate",0.1,"Log",2
"Thalassiosira","Acetate",0.1,"Log",3
"Thalassiosira","Acetate",0.1,"Stat",1
"Thalassiosira","Acetate",0.1,"Stat",2
"Thalassiosira","Acetate",0.1,"Stat",3
"Thalassiosira","Acetate",0.5,"Lag",1
"Thalassiosira","Acetate",0.5,"Lag",2
"Thalassiosira","Acetate",0.5,"Lag",3
"Thalassiosira","Acetate",0.5,"Log",1
"Thalassiosira","Acetate",0.5,"Log",2
"Thalassiosira","Acetate",0.5,"Log",3
"Thalassiosira","Acetate",0.5,"Stat",1
"Thalassiosira","Acetate",0.5,"Stat",2
"Thalassiosira","Acetate",0.5,"Stat",3
"Thalassiosira","Acetate",1,"Lag",1
"Thalassiosira","Acetate",1,"Lag",2
"Thalassiosira","Acetate",1,"Lag",3
"Thalassiosira","Acetate",1,"Log",1
"Thalassiosira","Acetate",1,"Log",2
"Thalassiosira","Acetate",1,"Log",3
"Thalassiosira","Acetate",1,"Stat",1
"Thalassiosira","Acetate",1,"Stat",2
"Thalassiosira","Acetate",1,"Stat",3
"Thalassiosira","Acetate",3,"Lag",1
"Thalassiosira","Acetate",3,"Lag",2
"Thalassiosira","Acetate",3,"Lag",3
"Thalassiosira","Acetate",3,"Log",1
"Thalassiosira","Acetate",3,"Log",2
"Thalassiosira","Acetate",3,"Log",3
"Thalassiosira","Acetate",3,"Stat",1
"Thalassiosira","Acetate",3,"Stat",2
"Thalassiosira","Acetate",3,"Stat",3
"Thalassiosira","Ethanol",0,"Lag",1
"Thalassiosira","Ethanol",0,"Lag",2
"Thalassiosira","Ethanol",0,"Lag",3
"Thalassiosira","Ethanol",0,"Log",1
"Thalassiosira","Ethanol",0,"Log",2
"Thalassiosira","Ethanol",0,"Log",3
"Thalassiosira","Ethanol",0,"Stat",1
"Thalassiosira","Ethanol",0,"Stat",2
"Thalassiosira","Ethanol",0,"Stat",3
"Thalassiosira","Ethanol",0.1,"Lag",1
"Thalassiosira","Ethanol",0.1,"Lag",2
"Thalassiosira","Ethanol",0.1,"Lag",3
"Thalassiosira","Ethanol",0.1,"Log",1
"Thalassiosira","Ethanol",0.1,"Log",2
"Thalassiosira","Ethanol",0.1,"Log",3
"Thalassiosira","Ethanol",0.1,"Stat",1
"Thalassiosira","Ethanol",0.1,"Stat",2
"Thalassiosira","Ethanol",0.1,"Stat",3
"Thalassiosira","Ethanol",0.5,"Lag",1
"Thalassiosira","Ethanol",0.5,"Lag",2
"Thalassiosira","Ethanol",0.5,"Lag",3
"Thalassiosira","Ethanol",0.5,"Log",1
"Thalassiosira","Ethanol",0.5,"Log",2
"Thalassiosira","Ethanol",0.5,"Log",3
"Thalassiosira","Ethanol",0.5,"Stat",1
"Thalassiosira","Ethanol",0.5,"Stat",2
"Thalassiosira","Ethanol",0.5,"Stat",3
"Thalassiosira","Ethanol",1,"Lag",1
"Thalassiosira","Ethanol",1,"Lag",2
"Thalassiosira","Ethanol",1,"Lag",3
"Thalassiosira","Ethanol",1,"Log",1
"Thalassiosira","Ethanol",1,"Log",2
"Thalassiosira","Ethanol",1,"Log",3
"Thalassiosira","Ethanol",1,"Stat",1
"Thalassiosira","Ethanol",1,"Stat",2
"Thalassiosira","Ethanol",1,"Stat",3
"Thalassiosira","Ethanol",3,"Lag",1
"Thalassiosira","Ethanol",3,"Lag",2
"Thalassiosira","Ethanol",3,"Lag",3
"Thalassiosira","Ethanol",3,"Log",1
"Thalassiosira","Ethanol",3,"Log",2
"Thalassiosira","Ethanol",3,"Log",3
"Thalassiosira","Ethanol",3,"Stat",1
"Thalassiosira","Ethanol",3,"Stat",2
"Thalassiosira","Ethanol",3,"Stat",3
"Thalassiosira","Glucose",0,"Lag",1
"Thalassiosira","Glucose",0,"Lag",2
"Thalassiosira","Glucose",0,"Lag",3
"Thalassiosira","Glucose",0,"Log",1
"Thalassiosira","Glucose",0,"Log",2
"Thalassiosira","Glucose",0,"Log",3
"Thalassiosira","Glucose",0,"Stat",1
"Thalassiosira","Glucose",0,"Stat",2
"Thalassiosira","Glucose",0,"Stat",3
"Thalassiosira","Glucose",0.1,"Lag",1
"Thalassiosira","Glucose",0.1,"Lag",2
"Thalassiosira","Glucose",0.1,"Lag",3
"Thalassiosira","Glucose",0.1,"Log",1
"Thalassiosira","Glucose",0.1,"Log",2
"Thalassiosira","Glucose",0.1,"Log",3
"Thalassiosira","Glucose",0.1,"Stat",1
"Thalassiosira","Glucose",0.1,"Stat",2
"Thalassiosira","Glucose",0.1,"Stat",3
"Thalassiosira","Glucose",0.5,"Lag",1
"Thalassiosira","Glucose",0.5,"Lag",2
"Thalassiosira","Glucose",0.5,"Lag",3
"Thalassiosira","Glucose",0.5,"Log",1
"Thalassiosira","Glucose",0.5,"Log",2
"Thalassiosira","Glucose",0.5,"Log",3
"Thalassiosira","Glucose",0.5,"Stat",1
"Thalassiosira","Glucose",0.5,"Stat",2
"Thalassiosira","Glucose",0.5,"Stat",3
"Thalassiosira","Glucose",1,"Lag",1
"Thalassiosira","Glucose",1,"Lag",2
"Thalassiosira","Glucose",1,"Lag",3
"Thalassiosira","Glucose",1,"Log",1
"Thalassiosira","Glucose",1,"Log",2
"Thalassiosira","Glucose",1,"Log",3
"Thalassiosira","Glucose",1,"Stat",1
"Thalassiosira","Glucose",1,"Stat",2
"Thalassiosira","Glucose",1,"Stat",3
"Thalassiosira","Glucose",3,"Lag",1
"Thalassiosira","Glucose",3,"Lag",2
"Thalassiosira","Glucose",3,"Lag",3
"Thalassiosira","Glucose",3,"Log",1
"Thalassiosira","Glucose",3,"Log",2
"Thalassiosira","Glucose",3,"Log",3
"Thalassiosira","Glucose",3,"Stat",1
"Thalassiosira","Glucose",3,"Stat",2
"Thalassiosira","Glucose",3,"Stat",3
"Thalassiosira","Glycerol",0,"Lag",1
"Thalassiosira","Glycerol",0,"Lag",2
"Thalassiosira","Glycerol",0,"Lag",3
"Thalassiosira","Glycerol",0,"Log",1
"Thalassiosira","Glycerol",0,"Log",2
"Thalassiosira","Glycerol",0,"Log",3
"Thalassiosira","Glycerol",0,"Stat",1
"Thalassiosira","Glycerol",0,"Stat",2
"Thalassiosira","Glycerol",0,"Stat",3
"Thalassiosira","Glycerol",0.1,"Lag",1
"Thalassiosira","Glycerol",0.1,"Lag",2
"Thalassiosira","Glycerol",0.1,"Lag",3
"Thalassiosira","Glycerol",0.1,"Log",1
"Thalassiosira","Glycerol",0.1,"Log",2
"Thalassiosira","Glycerol",0.1,"Log",3
"Thalassiosira","Glycerol",0.1,"Stat",1
"Thalassiosira","Glycerol",0.1,"Stat",2
"Thalassiosira","Glycerol",0.1,"Stat",3
"Thalassiosira","Glycerol",0.5,"Lag",1
"Thalassiosira","Glycerol",0.5,"Lag",2
"Thalassiosira","Glycerol",0.5,"Lag",3
"Thalassiosira","Glycerol",0.5,"Log",1
"Thalassiosira","Glycerol",0.5,"Log",2
"Thalassiosira","Glycerol",0.5,"Log",3
"Thalassiosira","Glycerol",0.5,"Stat",1
"Thalassiosira","Glycerol",0.5,"Stat",2
"Thalassiosira","Glycerol",0.5,"Stat",3
"Thalassiosira","Glycerol",1,"Lag",1
"Thalassiosira","Glycerol",1,"Lag",2
"Thalassiosira","Glycerol",1,"Lag",3
"Thalassiosira","Glycerol",1,"Log",1
"Thalassiosira","Glycerol",1,"Log",2
"Thalassiosira","Glycerol",1,"Log",3
"Thalassiosira","Glycerol",1,"Stat",1
"Thalassiosira","Glycerol",1,"Stat",2
"Thalassiosira","Glycerol",1,"Stat",3
"Thalassiosira","Glycerol",3,"Lag",1
"Thalassiosira","Glycerol",3,"Lag",2
"Thalassiosira","Glycerol",3,"Lag",3
"Thalassiosira","Glycerol",3,"Log",1
"Thalassiosira","Glycerol",3,"Log",2
"Thalassiosira","Glycerol",3,"Log",3
"Thalassiosira","Glycerol",3,"Stat",1
"Thalassiosira","Glycerol",3,"Stat",2
"Thalassiosira","Glycerol",3,"Stat",3
"Thalassiosira","Methanol",0,"Lag",1
"Thalassiosira","Methanol",0,"Lag",2
"Thalassiosira","Methanol",0,"Lag",3
"Thalassiosira","Methanol",0,"Log",1
"Thalassiosira","Methanol",0,"Log",2
"Thalassiosira","Methanol",0,"Log",3
"Thalassiosira","Methanol",0,"Stat",1
"Thalassiosira","Methanol",0,"Stat",2
"Thalassiosira","Methanol",0,"Stat",3
"Thalassiosira","Methanol",0.1,"Lag",1
"Thalassiosira","Methanol",0.1,"Lag",2
"Thalassiosira","Methanol",0.1,"Lag",3
"Thalassiosira","Methanol",0.1,"Log",1
"Thalassiosira","Methanol",0.1,"Log",2
"Thalassiosira","Methanol",0.1,"Log",3
"Thalassiosira","Methanol",0.1,"Stat",1
"Thalassiosira","Methanol",0.1,"Stat",2
"Thalassiosira","Methanol",0.1,"Stat",3
"Thalassiosira","Methanol",0.5,"Lag",1
"Thalassiosira","Methanol",0.5,"Lag",2
"Thalassiosira","Methanol",0.5,"Lag",3
"Thalassiosira","Methanol",0.5,"Log",1
"Thalassiosira","Methanol",0.5,"Log",2
"Thalassiosira","Methanol",0.5,"Log",3
"Thalassiosira","Methanol",0.5,"Stat",1
"Thalassiosira","Methanol",0.5,"Stat",2
"Thalassiosira","Methanol",0.5,"Stat",3
"Thalassiosira","Methanol",1,"Lag",1
"Thalassiosira","Methanol",1,"Lag",2
"Thalassiosira","Methanol",1,"Lag",3
"Thalassiosira","Methanol",1,"Log",1
"Thalassiosira","Methanol",1,"Log",2
"Thalassiosira","Methanol",1,"Log",3
"Thalassiosira","Methanol",1,"Stat",1
"Thalassiosira","Methanol",1,"Stat",2
"Thalassiosira","Methanol",1,"Stat",3
"Thalassiosira","Methanol",3,"Lag",1
"Thalassiosira","Methanol",3,"Lag",2
"Thalassiosira","Methanol",3,"Lag",3
"Thalassiosira","Methanol",3,"Log",1
"Thalassiosira","Methanol",3,"Log",2
"Thalassiosira","Methanol",3,"Log",3
"Thalassiosira","Methanol",3,"Stat",1
"Thalassiosira","Methanol",3,"Stat",2
"Thalassiosira","Methanol",3,"Stat",3
